shape		t		lossrate		minCoverage		PM		runtime

1111111111		25		0.152924		34		62301		3.12901
1111111111		24		0.110495		33		62378		3.0298
1111111111		23		0.0784136		32		62438		3.07624
1111111111		22		0.0543655		31		62480		3.08929
1111111111		21		0.0364668		30		62522		3.24773
1111111111		20		0.0233463		29		62574		3.20826
1111111111		19		0.0139686		28		62611		2.86304
1111111111		18		0.00755715		27		62651		2.85691
1111111111		17		0.00336276		26		62685		2.85848
1111111111		16		0.000890444		25		62721		2.85363
1111111111		15		0		24		62758		2.87366
1111111111		25		0.152924		34		62301		3.0692
1111111111		24		0.110495		33		62378		3.40739
1111111111		23		0.0784136		32		62438		2.88461
1111111111		22		0.0543655		31		62480		2.98098
1111111111		21		0.0364668		30		62522		2.92652
1111111111		20		0.0233463		29		62574		2.97357
1111111111		19		0.0139686		28		62611		2.81207
1111111111		18		0.00755715		27		62651		2.78699
1111111111		17		0.00336276		26		62685		2.75781
1111111111		16		0.000890444		25		62721		2.77706
1111111111		15		0		24		62758		2.79712
11111110111		24		0.163428		34		62274		3.39487
11111110111		23		0.123465		33		62351		3.45497
11111110111		22		0.0888728		32		62427		3.40585
11111110111		21		0.060935		31		62472		3.44016
11111110111		20		0.0401047		30		62522		3.81676
11111110111		19		0.0257968		29		62573		3.81058
11111110111		18		0.0160127		28		62613		3.82974
11111110111		17		0.00916295		27		62644		3.81781
11111110111		16		0.00481285		26		62690		3.81519
11111110111		15		0.00230068		25		62721		3.81746
11111110111		14		0.000857125		24		62759		3.81547
11111110111		13		0.000203171		23		62793		3.57575
11111110111		12		2.55205e-05		22		62818		3.81095
11111110111		11		1.24729e-06		21		62864		3.80984
11111110111		10		0		20		62910		3.82001
11111111011		24		0.163816		34		62277		3.07921
11111111011		23		0.123843		33		62362		3.06217
11111111011		22		0.0886186		32		62432		3.08593
11111111011		21		0.0608847		31		62478		3.07787
11111111011		20		0.0411641		30		62522		3.22397
11111111011		19		0.0271367		29		62573		3.2548
11111111011		18		0.0170054		28		62612		3.40836
11111111011		17		0.00998554		27		62646		3.39944
11111111011		16		0.00524265		26		62691		3.31417
11111111011		15		0.00240059		25		62723		3.31693
11111111011		14		0.000865082		24		62759		3.32878
11111111011		13		0.000203171		23		62792		3.36106
11111111011		12		2.55205e-05		22		62819		3.56266
11111111011		11		1.24729e-06		21		62866		3.44556
11111111011		10		0		20		62914		3.42747
111111100111		23		0.172144		34		62238		3.46617
111111100111		22		0.133222		33		62333		3.44628
111111100111		21		0.0996577		32		62406		3.29209
111111100111		20		0.0719325		31		62461		3.35366
111111100111		19		0.0496301		30		62512		3.4009
111111100111		18		0.0326948		29		62567		3.40489
111111100111		17		0.0205229		28		62609		3.35835
111111100111		16		0.0122923		27		62644		3.43342
111111100111		15		0.0070508		26		62689		3.40504
111111100111		14		0.00381625		25		62722		3.31935
111111100111		13		0.00193783		24		62758		3.37394
111111100111		12		0.000900149		23		62791		3.33246
111111100111		11		0.000378538		22		62823		3.34172
111111100111		10		0.000138465		21		62866		3.42452
111111100111		9		4.25428e-05		20		62910		3.39405
111111100111		8		1.01278e-05		19		62950		3.32035
111111100111		7		1.71255e-06		18		63048		3.31727
111111100111		6		1.56852e-07		17		63311		3.36087
111111100111		5		0		16		64172		3.29649
111111110011		23		0.172227		34		62238		3.33738
111111110011		22		0.133854		33		62343		3.19072
111111110011		21		0.1003		32		62420		3.0063
111111110011		20		0.0726134		31		62468		3.13767
111111110011		19		0.0502965		30		62519		3.2487
111111110011		18		0.0336566		29		62570		3.22274
