shape		t		lossrate		minCoverage		PM		runtime

1111111111		21		0.19758		30		58838		3.35235
1111111111		20		0.14588		29		58968		3.31926
1111111111		19		0.104657		28		59064		3.53794
1111111111		18		0.0730792		27		59186		3.50563
1111111111		17		0.049095		26		59275		3.64049
1111111111		16		0.0308884		25		59347		3.66496
1111111111		15		0.0167258		24		59405		2.92914
1111111111		14		0.00561328		23		59476		3.60907
1111111111		13		0		22		59519		3.52888
1111111111		21		0.19758		30		58838		3.39395
1111111111		20		0.14588		29		58968		3.84132
1111111111		19		0.104657		28		59064		3.39462
1111111111		18		0.0730792		27		59186		3.65167
1111111111		17		0.049095		26		59275		3.39298
1111111111		16		0.0308884		25		59347		3.61151
1111111111		15		0.0167258		24		59405		3.5217
1111111111		14		0.00561328		23		59476		3.11259
1111111111		13		0		22		59519		3.60452
11111110111		19		0.150259		29		58960		3.82842
11111110111		18		0.104725		28		59078		3.96146
11111110111		17		0.0734769		27		59181		3.93625
11111110111		16		0.0503607		26		59266		3.60844
11111110111		15		0.0317039		25		59350		3.25012
11111110111		14		0.0186333		24		59412		3.67462
11111110111		13		0.010077		23		59482		2.90359
11111110111		12		0.00368875		22		59521		4.0552
11111110111		11		0.000684983		21		59559		4.01622
11111110111		10		4.65238e-05		20		59613		3.47961
11111110111		9		0		19		59644		4.00345
11111111011		19		0.146581		29		58966		3.52644
11111111011		18		0.106026		28		59074		4.46257
11111111011		17		0.0757018		27		59179		3.46615
11111111011		16		0.0520485		26		59265		3.76803
11111111011		15		0.0340722		25		59347		3.64883
11111111011		14		0.0197657		24		59412		3.50136
11111111011		13		0.0102257		23		59482		3.90146
11111111011		12		0.00368875		22		59523		3.5422
11111111011		11		0.000684983		21		59557		4.08113
11111111011		10		4.65238e-05		20		59616		3.44716
11111111011		9		0		19		59650		3.69517
111111100111		18		0.164936		29		58927		3.48196
111111100111		17		0.11825		28		59067		2.76954
111111100111		16		0.0808269		27		59175		3.47846
111111100111		15		0.0542391		26		59257		3.69256
111111100111		14		0.0348812		25		59345		3.98611
111111100111		13		0.021754		24		59412		3.78495
111111100111		12		0.0124543		23		59479		3.84433
111111100111		11		0.00663691		22		59517		4.07717
111111100111		10		0.00312212		21		59565		3.51012
111111100111		9		0.00126084		20		59612		3.36322
111111100111		8		0.000396964		19		59649		4.16875
111111100111		7		8.817e-05		18		59748		3.53968
111111100111		6		1.18449e-05		17		59949		4.1328
111111100111		5		0		16		60640		3.51596
111111110011		18		0.16155		29		58942		3.70799
111111110011		17		0.115158		28		59072		3.77917
111111110011		16		0.0814204		27		59178		3.80561
111111110011		15		0.0558349		26		59261		3.36669
111111110011		14		0.0377262		25		59350		3.82931
111111110011		13		0.0237377		24		59414		3.55047
111111110011		12		0.0138297		23		59474		3.70543
111111110011		11		0.00712959		22		59519		3.79583
111111110011		10		0.00328744		21		59564		4.23082
111111110011		9		0.00126084		20		59617		3.44937
111111110011		8		0.000396964		19		59665		3.27482
111111110011		7		8.817e-05		18		59768		3.62168
111111110011		6		1.18449e-05		17		60008		3.22343
111111110011		5		0		16		60932		3.35121
11111111111		18		0.162197		28		58969		2.69505
11111111111		17		0.118652		27		59065		2.63089
11111111111		16		0.0852526		26		59178		2.94234
11111111111		15		0.0596927		25		59275		2.61389
11111111111		14		0.0401376		24		59348		2.85574
11111111111		13		0.025546		23		59411		2.53996
11111111111		12		0.0148899		22		59472		2.57772
11111111111		11		0.00724066		21		59542		2.5366
11111111111		10		0.00214056		20		59595		2.68171
11111111111		9		0		19		59634		2.85487
11111111111		18		0.162197		28		58969		2.61331
11111111111		17		0.118652		27		59065		2.96662
11111111111		16		0.0852526		26		59178		2.43212
11111111111		15		0.0596927		25		59275		2.91765
11111111111		14		0.0401376		24		59348		2.83241
11111111111		13		0.025546		23		59411		2.7795
11111111111		12		0.0148899		22		59472		2.48685
11111111111		11		0.00724066		21		59542		2.80125
11111111111		10		0.00214056		20		59595		2.92449
11111111111		9		0		19		59634		2.53773
111111110111		17		0.168058		28		58958		2.92551
111111110111		16		0.119883		27		59082		2.81417
111111110111		15		0.0838439		26		59175		3.20311
111111110111		14		0.0584822		25		59276		2.94975
111111110111		13		0.0397512		24		59356		3.00524
111111110111		12		0.0257005		23		59423		2.33537
111111110111		11		0.0149112		22		59482		2.71583
111111110111		10		0.00784528		21		59544		2.67923
111111110111		9		0.00365139		20		59603		2.84731
111111110111		8		0.0011602		19		59639		2.55424
111111110111		7		0.000191849		18		59729		2.94728
111111110111		6		1.18449e-05		17		59926		3.27393
111111110111		5		0		16		60583		2.47291
111111111011		17		0.164519		28		58960		3.2356
111111111011		16		0.117871		27		59085		2.9627
111111111011		15		0.0850948		26		59178		2.78898
111111111011		14		0.0603747		25		59277		2.55856
111111111011		13		0.0413099		24		59352		2.9712
111111111011		12		0.0268326		23		59429		2.72557
111111111011		11		0.0162348		22		59477		2.93985
111111111011		10		0.00843845		21		59542		2.8524
111111111011		9		0.00372676		20		59603		3.31356
111111111011		8		0.0011602		19		59645		2.83599
111111111011		7		0.000191849		18		59738		2.56316
111111111011		6		1.18449e-05		17		59946		3.18752
111111111011		5		0		16		60693		2.78123
1111111100111		16		0.172758		28		58923		3.12921
1111111100111		15		0.128551		27		59076		2.64077
1111111100111		14		0.0915337		26		59185		2.46605
1111111100111		13		0.0621472		25		59271		2.66768
1111111100111		12		0.0412674		24		59355		2.71306
1111111100111		11		0.0264052		23		59434		2.67882
1111111100111		10		0.0162213		22		59490		2.76436
1111111100111		9		0.00915335		21		59545		2.62353
1111111100111		8		0.00463365		20		59601		2.50873
1111111100111		7		0.00211641		19		59646		2.89797
1111111100111		6		0.000836327		18		59743		2.97576
1111111100111		5		0.000280275		17		59944		2.62829
1111111100111		4		7.07582e-05		16		60632		2.79003
1111111100111		3		1.21942e-05		15		63410		2.58489
1111111100111		2		8.4648e-07		13		125757		2.56454
1111111100111		1		0		11		1122600		4.57077
1111111110011		16		0.170763		28		58934		2.89423
1111111110011		15		0.126935		27		59087		2.42064
1111111110011		14		0.090193		26		59196		2.66051
1111111110011		13		0.0632421		25		59277		2.61794
1111111110011		12		0.0431292		24		59365		2.76925
1111111110011		11		0.028588		23		59433		3.08944
1111111110011		10		0.0178912		22		59482		2.58773
1111111110011		9		0.0102359		21		59542		2.84025
1111111110011		8		0.00527263		20		59602		2.72206
1111111110011		7		0.00234591		19		59661		3.03982
1111111110011		6		0.000898775		18		59764		2.883
1111111110011		5		0.000280275		17		60001		2.30656
1111111110011		4		7.07582e-05		16		60927		2.8045
1111111110011		3		1.21942e-05		15		64566		2.74455
1111111110011		2		8.4648e-07		13		128697		3.12136
1111111110011		1		0		11		1118271		5.01085
111111111111		16		0.17329		27		58965		2.30751
111111111111		15		0.128138		26		59086		2.83111
111111111111		14		0.0933945		25		59193		2.81168
111111111111		13		0.0667829		24		59283		3.16962
111111111111		12		0.0462676		23		59363		2.22315
111111111111		11		0.0308052		22		59425		2.72455
111111111111		10		0.0194358		21		59494		2.88943
111111111111		9		0.0113022		20		59566		2.71798
111111111111		8		0.00579628		19		59621		2.95903
