shape		t		lossrate		minCoverage		PM		runtime

1111111111		26		0.166525		35		53988		3.69286
1111111111		25		0.0871895		34		54660		2.40946
1111111111		24		0		33		55378		2.41937
1111111111		26		0.166525		35		53988		3.25366
1111111111		25		0.0871895		34		54660		4.03126
1111111111		24		0		33		55378		3.25409
11111110111		25		0.162492		35		53949		3.39325
11111110111		24		0.126511		34		54422		3.52912
11111110111		23		0.0456912		33		55174		3.7388
11111110111		22		0.00513038		32		55554		3.52681
11111110111		21		0		31		55724		3.57858
11111111011		25		0.164716		35		53960		2.7036
11111111011		24		0.126511		34		54447		3.30521
11111111011		23		0.0456912		33		55197		3.25331
11111111011		22		0.00513038		32		55572		4.03032
11111111011		21		0		31		55747		3.6069
111111100111		24		0.158751		35		53934		3.54475
111111100111		23		0.122053		34		54366		3.54457
111111100111		22		0.0777163		33		54935		3.74066
111111100111		21		0.0427271		32		55354		3.46141
111111100111		20		0.013484		31		55660		3.84616
111111100111		19		0.00385211		30		55849		3.35996
111111100111		18		0		29		55992		3.80117
111111110011		24		0.163213		35		53950		3.59304
111111110011		23		0.126036		34		54391		3.68883
111111110011		22		0.0777163		33		54971		3.62
111111110011		21		0.0427271		32		55395		3.35169
111111110011		20		0.013484		31		55696		3.6217
111111110011		19		0.00385211		30		55871		3.32829
111111110011		18		0		29		56000		3.77803
11111111111		24		0.169346		34		53907		2.43113
11111111111		23		0.127134		33		54446		2.86622
11111111111		22		0.0650073		32		55003		2.73865
11111111111		21		0		31		55556		2.74573
11111111111		24		0.169346		34		53907		2.65048
11111111111		23		0.127134		33		54446		2.64028
11111111111		22		0.0650073		32		55003		2.79922
11111111111		21		0		31		55556		2.50696
111111110111		23		0.160462		34		53956		2.50658
111111110111		22		0.124307		33		54382		2.9964
111111110111		21		0.0951598		32		54830		2.78373
111111110111		20		0.0342874		31		55418		2.71961
111111110111		19		0.00385211		30		55711		2.51657
111111110111		18		0		29		55861		2.80261
111111111011		23		0.167211		34		53933		3.11267
111111111011		22		0.12627		33		54392		3.38155
111111111011		21		0.0951598		32		54855		2.52563
111111111011		20		0.0342874		31		55431		2.70821
111111111011		19		0.00385211		30		55728		2.72239
111111111011		18		0		29		55877		2.86997
1111111100111		22		0.157427		34		53970		2.85725
1111111100111		21		0.122316		33		54384		2.78825
1111111100111		20		0.0918855		32		54781		2.90566
1111111100111		19		0.0581515		31		55222		2.45202
1111111100111		18		0.0313955		30		55580		2.47851
1111111100111		17		0.00992145		29		55829		2.85534
1111111100111		16		0.00275699		28		55989		2.76038
1111111100111		15		0		27		56098		2.63776
1111111110011		22		0.166064		34		53939		2.59819
1111111110011		21		0.126261		33		54377		2.76074
1111111110011		20		0.095364		32		54801		2.61333
1111111110011		19		0.0581515		31		55274		2.8154
1111111110011		18		0.0313955		30		55604		2.59882
1111111110011		17		0.00992145		29		55859		2.24653
1111111110011		16		0.00275699		28		56008		2.95935
1111111110011		15		0		27		56110		2.73893
111111111111		22		0.164745		33		53954		2.76513
111111111111		21		0.129061		32		54404		3.08317
111111111111		20		0.0949949		31		54843		2.70417
111111111111		19		0.0476367		30		55303		2.68341
111111111111		18		0		29		55718		2.6651
111111111111		22		0.164745		33		53954		2.80605
111111111111		21		0.129061		32		54404		2.78302
111111111111		20		0.0949949		31		54843		2.95116
111111111111		19		0.0476367		30		55303		2.89174
111111111111		18		0		29		55718		2.69804
1111111110111		22		0.19889		34		53547		2.73187
1111111110111		21		0.160857		33		53982		3.05932
1111111110111		20		0.122487		32		54419		2.65339
1111111110111		19		0.0931257		31		54807		2.79135
1111111110111		18		0.0693191		30		55174		2.86041
1111111110111		17		0.0246892		29		55631		2.84605
1111111110111		16		0.00275699		28		55867		2.7142
1111111110111		15		0		27		56017		2.79073
1111111111011		22		0.19995		34		53564		2.68901
1111111111011		21		0.161774		33		53986		2.65926
1111111111011		20		0.128268		32		54382		2.82215
1111111111011		19		0.0948356		31		54821		2.78881
1111111111011		18		0.0693191		30		55194		2.72827
1111111111011		17		0.0246892		29		55647		2.34857
1111111111011		16		0.00275699		28		55885		3.02146
1111111111011		15		0		27		56024		2.86723
11111111100111		21		0.193835		34		53582		2.49354
11111111100111		20		0.157917		33		54012		2.51881
11111111100111		19		0.120799		32		54442		3.11476
11111111100111		18		0.0917853		31		54812		2.66402
11111111100111		17		0.0667954		30		55139		3.01201
11111111100111		16		0.0416289		29		55515		2.93077
11111111100111		15		0.0218721		28		55790		2.507
11111111100111		14		0.0069029		27		55998		2.82656
11111111100111		13		0.00184459		26		56128		2.62397
11111111100111		12		0		25		56207		2.43094
11111111110011		21		0.195893		34		53620		3.2214
11111111110011		20		0.159703		33		54023		3.04149
11111111110011		19		0.128092		32		54404		2.99768
11111111110011		18		0.095236		31		54801		2.78673
11111111110011		17		0.0697627		30		55175		2.49829
11111111110011		16		0.0416289		29		55552		2.9697
11111111110011		15		0.0218721		28		55818		2.71835
11111111110011		14		0.0069029		27		56013		2.89967
11111111110011		13		0.00184459		26		56138		2.80812
11111111110011		12		0		25		56212		2.50298
1111111111111		21		0.196728		33		53619		3.84951
1111111111111		20		0.158752		32		54031		4.67787
1111111111111		19		0.125044		31		54445		4.47624
1111111111111		18		0.0960888		30		54830		4.04683
1111111111111		17		0.0691496		29		55180		4.22913
1111111111111		16		0.0335054		28		55570		4.29248
1111111111111		15		0		27		55880		3.91342
1111111111111		21		0.196728		33		53619		4.51239
1111111111111		20		0.158752		32		54031		4.10088
1111111111111		19		0.125044		31		54445		4.38849
1111111111111		18		0.0960888		30		54830		4.47678
1111111111111		17		0.0691496		29		55180		4.22621
1111111111111		16		0.0335054		28		55570		3.97871
1111111111111		15		0		27		55880		4.81893
11111111110111		20		0.190131		33		53654		4.1872
11111111110111		19		0.154131		32		54103		4.0238
11111111110111		18		0.122425		31		54450		4.59133
11111111110111		17		0.0912206		30		54850		3.86862
11111111110111		16		0.0673412		29		55190		4.28396
11111111110111		15		0.0479661		28		55483		4.62281
11111111110111		14		0.0167196		27		55834		3.848
11111111110111		13		0.00184459		26		56051		3.83832
11111111110111		12		0		25		56148		4.24497
11111111111011		20		0.191168		33		53663		3.82143
11111111111011		19		0.15508		32		54114		4.16704
11111111111011		18		0.123313		31		54452		4.09125
11111111111011		17		0.0960881		30		54826		4.58537
11111111111011		16		0.0687931		29		55200		3.86614
11111111111011		15		0.0479661		28		55509		4.45128
11111111111011		14		0.0167196		27		55843		4.54404
11111111111011		13		0.00184459		26		56059		4.48845
11111111111011		12		0		25		56154		4.23167
111111111100111		19		0.184189		33		53726		3.96544
111111111100111		18		0.150132		32		54131		4.40621
111111111100111		17		0.120079		31		54492		4.27414
111111111100111		16		0.0897907		30		54870		3.6556
111111111100111		15		0.0661106		29		55195		3.85645
111111111100111		14		0.0457286		28		55498		4.18017
111111111100111		13		0.0277315		27		55775		4.26737
111111111100111		12		0.0139417		26		56010		4.05221
