shape		t		lossrate		minCoverage		PM		runtime

1111111111		23		0.169812		32		58802		2.48698
1111111111		22		0.125137		31		58929		2.47781
1111111111		21		0.0894212		30		59045		2.49867
1111111111		20		0.0619174		29		59135		2.49796
1111111111		19		0.0407067		28		59242		2.4845
1111111111		18		0.0233742		27		59321		2.47929
1111111111		17		0.00839783		26		59402		2.48782
1111111111		16		0		25		59458		2.50362
1111111111		23		0.169812		32		58802		2.66025
1111111111		22		0.125137		31		58929		2.71537
1111111111		21		0.0894212		30		59045		2.72574
1111111111		20		0.0619174		29		59135		2.72835
1111111111		19		0.0407067		28		59242		2.72247
1111111111		18		0.0233742		27		59321		2.72728
1111111111		17		0.00839783		26		59402		2.70274
1111111111		16		0		25		59458		2.69031
11111110111		22		0.176724		32		58767		2.58709
11111110111		21		0.125939		31		58919		2.6046
11111110111		20		0.0906912		30		59040		2.60252
11111110111		19		0.0642629		29		59134		2.61233
11111110111		18		0.0422247		28		59232		2.62028
11111110111		17		0.0263064		27		59322		2.6139
11111110111		16		0.0153697		26		59397		2.60294
11111110111		15		0.00598847		25		59463		2.60842
11111110111		14		0.00116094		24		59500		2.63293
11111110111		13		8.12237e-05		23		59536		2.63887
11111110111		12		0		22		59578		2.63246
11111111011		22		0.172038		32		58777		2.59363
11111111011		21		0.127134		31		58920		3.14578
11111111011		20		0.0929982		30		59038		2.79632
11111111011		19		0.0660635		29		59141		2.81441
11111111011		18		0.0451115		28		59240		2.78252
11111111011		17		0.0277263		27		59323		2.96436
11111111011		16		0.0155572		26		59397		2.61156
11111111011		15		0.00598847		25		59464		3.10015
11111111011		14		0.00116094		24		59501		2.78163
11111111011		13		8.12237e-05		23		59537		2.93814
11111111011		12		0		22		59576		2.7732
111111100111		21		0.194165		32		58717		2.73943
111111100111		20		0.142736		31		58876		2.74678
111111100111		19		0.100189		30		59019		2.7401
111111100111		18		0.0695999		29		59131		2.75707
111111100111		17		0.0465531		28		59237		2.77927
111111100111		16		0.0304978		27		59322		2.77672
111111100111		15		0.0185495		26		59397		2.77161
111111100111		14		0.0105851		25		59456		2.80383
111111100111		13		0.00536964		24		59496		2.8186
111111100111		12		0.00231036		23		59532		2.79103
111111100111		11		0.000788695		22		59581		2.7709
111111100111		10		0.000185075		21		59613		2.7711
111111100111		9		2.94516e-05		20		59661		2.74895
111111100111		8		0		19		59700		2.9288
111111110011		21		0.1898		32		58734		2.855
111111110011		20		0.138213		31		58885		2.81974
111111110011		19		0.100306		30		59020		2.79255
111111110011		18		0.0709907		29		59139		2.77626
111111110011		17		0.0499108		28		59248		2.7694
111111110011		16		0.0329198		27		59325		2.80166
111111110011		15		0.020355		26		59398		2.77871
111111110011		14		0.011226		25		59461		2.75165
111111110011		13		0.00560243		24		59499		2.75604
111111110011		12		0.00231036		23		59533		2.73265
111111110011		11		0.000788695		22		59580		2.74468
111111110011		10		0.000185075		21		59616		2.76014
111111110011		9		2.94516e-05		20		59664		2.8523
111111110011		8		0		19		59706		2.81435
11111111111		21		0.190017		31		58776		2.14541
11111111111		20		0.142696		30		58903		2.12486
11111111111		19		0.104715		29		59030		2.1335
11111111111		18		0.0753371		28		59146		2.12655
11111111111		17		0.0525762		27		59234		2.10822
11111111111		16		0.0350631		26		59330		2.16311
11111111111		15		0.0217902		25		59401		2.15689
11111111111		14		0.0115545		24		59468		2.15633
11111111111		13		0.00377947		23		59509		2.22863
11111111111		12		0		22		59555		2.3662
11111111111		21		0.190017		31		58776		2.09476
11111111111		20		0.142696		30		58903		2.08123
11111111111		19		0.104715		29		59030		2.10935
11111111111		18		0.0753371		28		59146		2.14449
11111111111		17		0.0525762		27		59234		2.16137
11111111111		16		0.0350631		26		59330		2.29865
11111111111		15		0.0217902		25		59401		2.29191
11111111111		14		0.0115545		24		59468		2.11291
11111111111		13		0.00377947		23		59509		2.09637
11111111111		12		0		22		59555		2.13105
111111110111		20		0.199361		31		58728		2.22622
111111110111		19		0.145453		30		58900		2.15074
111111110111		18		0.104191		29		59037		2.17294
111111110111		17		0.0750619		28		59139		2.14535
111111110111		16		0.0530741		27		59243		2.16189
111111110111		15		0.0360972		26		59335		2.18035
111111110111		14		0.0224055		25		59409		2.1154
111111110111		13		0.0128878		24		59470		2.13451
111111110111		12		0.00677845		23		59512		2.14597
111111110111		11		0.00242058		22		59555		2.16384
111111110111		10		0.000440719		21		59603		2.1893
111111110111		9		2.94516e-05		20		59654		2.18644
111111110111		8		0		19		59690		2.20467
111111111011		20		0.194732		31		58738		2.16696
111111111011		19		0.1425		30		58905		2.18468
111111111011		18		0.105302		29		59033		2.16699
111111111011		17		0.0770433		28		59147		2.14801
111111111011		16		0.0547682		27		59239		2.12029
111111111011		15		0.0373624		26		59338		2.15083
111111111011		14		0.024148		25		59414		2.17293
111111111011		13		0.0137168		24		59471		2.13326
111111111011		12		0.00688701		23		59507		2.11589
111111111011		11		0.00242058		22		59556		2.15065
111111111011		10		0.000440719		21		59603		2.13369
111111111011		9		2.94516e-05		20		59655		2.16991
111111111011		8		0		19		59691		2.16961
1111111100111		18		0.15706		30		58873		2.15927
1111111100111		17		0.115055		29		59009		2.08191
1111111100111		16		0.0807184		28		59131		2.14257
1111111100111		15		0.0559328		27		59254		2.14307
1111111100111		14		0.0377475		26		59348		2.08654
1111111100111		13		0.0246952		25		59419		2.08885
1111111100111		12		0.0151205		24		59467		2.08419
1111111100111		11		0.00845271		23		59514		2.11652
1111111100111		10		0.0043764		22		59557		2.12279
1111111100111		9		0.00199276		21		59606		2.10035
1111111100111		8		0.000780398		20		59656		2.07208
1111111100111		7		0.000236341		19		59694		2.08636
1111111100111		6		5.08659e-05		18		59769		2.09759
1111111100111		5		6.24889e-06		17		60012		2.10435
1111111100111		4		0		16		60771		2.09754
1111111110011		18		0.154468		30		58878		2.1079
1111111110011		17		0.112458		29		59024		2.05776
1111111110011		16		0.0814037		28		59135		2.17852
1111111110011		15		0.0576957		27		59257		2.04168
1111111110011		14		0.0401934		26		59354		2.10161
1111111110011		13		0.0268126		25		59415		1.99097
1111111110011		12		0.0165845		24		59470		2.12571
1111111110011		11		0.00943911		23		59511		2.1035
1111111110011		10		0.00473131		22		59555		2.30714
1111111110011		9		0.00210757		21		59607		2.11009
1111111110011		8		0.000780398		20		59660		1.99007
