shape		t		lossrate		minCoverage		PM		runtime

1111111111		40		0.146875		49		52103		3.24408
1111111111		39		0		48		53591		3.2336
1111111111		40		0.146875		49		52103		3.36627
1111111111		39		0		48		53591		3.39303
11111110111		38		0.0788267		48		53195		3.34186
11111110111		37		0.00867112		47		53837		3.4168
11111110111		36		0		46		54219		3.35574
11111111011		38		0.0788267		48		53234		3.33036
11111111011		37		0.00867112		47		53884		3.33928
11111111011		36		0		46		54263		3.34051
111111100111		37		0.135504		48		52595		3.29824
111111100111		36		0.0778424		47		53430		3.31443
111111100111		35		0.0239806		46		54072		3.32446
111111100111		34		0.00733635		45		54461		3.3552
111111100111		33		0		44		54755		3.38706
111111110011		37		0.135504		48		52698		3.32445
111111110011		36		0.0778424		47		53494		3.37613
111111110011		35		0.0239806		46		54141		3.37596
111111110011		34		0.00733635		45		54506		3.31184
111111110011		33		0		44		54809		3.31469
11111111111		37		0.12136		47		52629		2.60815
11111111111		36		0		46		53860		2.6333
11111111111		37		0.12136		47		52629		2.61558
11111111111		36		0		46		53860		2.64563
111111110111		36		0.179638		47		52170		2.67153
111111110111		35		0.0658227		46		53529		2.7435
111111110111		34		0.00733635		45		54095		2.75539
111111110111		33		0		44		54434		2.75843
111111111011		36		0.179638		47		52217		2.67019
111111111011		35		0.0658227		46		53564		2.74039
111111111011		34		0.00733635		45		54131		2.7497
111111111011		33		0		44		54479		2.75294
1111111100111		35		0.173411		47		52052		2.63876
1111111100111		34		0.112803		46		53027		2.656
1111111100111		33		0.0645543		45		53764		2.66832
1111111100111		32		0.0201587		44		54336		2.67637
1111111100111		31		0.00611341		43		54680		2.68326
1111111100111		30		0		42		54936		2.68154
1111111110011		35		0.177158		47		52095		2.64127
1111111110011		34		0.112803		46		53108		2.65829
1111111110011		33		0.0645543		45		53830		2.66855
1111111110011		32		0.0201587		44		54395		2.67513
1111111110011		31		0.00611341		43		54708		2.6792
1111111110011		30		0		42		54975		2.68258
111111111111		35		0.179373		46		52199		2.70116
111111111111		34		0.0988751		45		53060		2.71312
111111111111		33		0		44		54132		2.73371
111111111111		35		0.179373		46		52199		2.70008
111111111111		34		0.0988751		45		53060		2.72027
111111111111		33		0		44		54132		2.74032
1111111110111		34		0.177995		46		52039		2.73379
1111111110111		33		0.146903		45		52711		2.74655
1111111110111		32		0.0541298		44		53843		2.76687
1111111110111		31		0.00611341		43		54366		2.77304
1111111110111		30		0		42		54674		2.77399
1111111111011		34		0.179851		46		52065		3.0431
1111111111011		33		0.146903		45		52751		3.06024
1111111111011		32		0.0541298		44		53875		3.06915
1111111111011		31		0.00611341		43		54396		3.07672
1111111111011		30		0		42		54700		3.09762
11111111100111		33		0.17453		46		52050		2.79533
11111111100111		32		0.142314		45		52629		2.81244
11111111100111		31		0.0927119		44		53471		2.86192
11111111100111		30		0.0528739		43		54105		2.85582
11111111100111		29		0.0166694		42		54603		2.84218
11111111100111		28		0.00500277		41		54875		2.83082
11111111100111		27		0		40		55129		2.83043
11111111110011		33		0.178239		46		52088		3.12612
11111111110011		32		0.14572		45		52663		3.16017
11111111110011		31		0.0927119		44		53536		3.0694
11111111110011		30		0.0528739		43		54157		3.36268
11111111110011		29		0.0166694		42		54648		3.0385
11111111110011		28		0.00500277		41		54907		3.04786
11111111110011		27		0		40		55161		3.08609
1111111111111		33		0.184077		45		52072		5.09656
1111111111111		32		0.146479		44		52722		4.60418
1111111111111		31		0.0793073		43		53492		5.41809
