shape		t		lossrate		minCoverage	PM		runtime

1111011010001110011011		31		0.169441		52		62310		8.23761
1111011010001110011011		30		0.135831		51		62357		8.2595
1111011010001110011011		29		0.106951		50		62398		8.26604
1111011010001110011011		28		0.0817639		49		62441		8.24993
1111011010001110011011		27		0.0599796		48		62472		8.22964
1111011010001110011011		26		0.0421609		47		62483		8.27048
1111011010001110011011		25		0.0279749		46		62492		8.25512
1111011010001110011011		24		0.0173895		45		62500		8.25879
1111011010001110011011		23		0.0101618		44		62508		8.25786
1111011010001110011011		22		0.00547238		43		62514		8.25995
1111011010001110011011		21		0.00254878		42		62516		8.22234
1111011010001110011011		20		0.000978226		41		62516		8.24991
1111011010001110011011		19		0.000295323		40		62518		8.2792
1111011010001110011011		18		6.18927e-05		39		62519		7.58236
1111011010001110011011		17		7.12924e-06		38		62520		7.58198
1111011010001110011011		16		8.90607e-07		37		62520		7.59329
1111011010001110011011		15		6.90373e-08		36		62520		7.57913
1111011010001110011011		14		0		35		62520		7.59672
11101110110001110110001		31		0.172257		53		62297		8.84877
11101110110001110110001		30		0.140592		52		62333		10.3735
11101110110001110110001		29		0.11264		51		62382		11.6217
11101110110001110110001		28		0.0884338		50		62418		10.111
11101110110001110110001		27		0.067447		49		62460		8.27807
11101110110001110110001		26		0.0500506		48		62481		8.1928
11101110110001110110001		25		0.035792		47		62492		10.8589
11101110110001110110001		24		0.0244788		46		62501		10.9015
11101110110001110110001		23		0.0160747		45		62507		10.2335
11101110110001110110001		22		0.0100213		44		62511		8.76346
11101110110001110110001		21		0.00591191		43		62513		7.64426
11101110110001110110001		20		0.00318875		42		62513		8.02015
11101110110001110110001		19		0.00156783		41		62516		8.1859
11101110110001110110001		18		0.000665386		40		62516		8.45159
11101110110001110110001		17		0.000229588		39		62519		8.68428
11101110110001110110001		16		6.16528e-05		38		62520		8.7538
11101110110001110110001		15		1.15777e-05		37		62520		8.9054
11101110110001110110001		14		1.42149e-06		36		62520		9.63466
11101110110001110110001		13		2.15421e-07		35		62520		8.50775
11101110110001110110001		12		0		34		62520		9.78609
1111111111100000111		33		0.177849		51		62329		9.3193
1111111111100000111		32		0.148696		50		62359		9.31863
1111111111100000111		31		0.120758		49		62417		9.32719
1111111111100000111		30		0.0967829		48		62445		9.35221
1111111111100000111		29		0.0760945		47		62455		9.30992
1111111111100000111		28		0.0560187		46		62474		9.32307
1111111111100000111		27		0.0420158		45		62488		9.26663
1111111111100000111		26		0.0306074		44		62499		9.54479
1111111111100000111		25		0.0210468		43		62506		9.32905
1111111111100000111		24		0.0148086		42		62510		9.24873
1111111111100000111		23		0.00974325		41		62513		9.34225
1111111111100000111		22		0.00621414		40		62516		9.32368
1111111111100000111		21		0.00365401		39		62518		9.19555
1111111111100000111		20		0.00152302		38		62519		9.09432
1111111111100000111		19		0.000660553		37		62519		9.30167
1111111111100000111		18		0.000202699		36		62520		9.19128
1111111111100000111		17		1.42396e-05		35		62520		9.25199
1111111111100000111		16		1.28693e-06		34		62520		9.29429
1111111111100000111		15		0		33		62520		9.24601
11111111111111		34		0.174761		47		62322		8.95529
11111111111111		33		0.147773		46		62364		9.26939
11111111111111		32		0.123892		45		62409		9.12996
11111111111111		31		0.102513		44		62435		9.16494
11111111111111		30		0.0835456		43		62477		9.04863
11111111111111		29		0.0641908		42		62484		9.00332
11111111111111		28		0.0490576		41		62489		9.10123
11111111111111		27		0.0372368		40		62494		9.22469
11111111111111		26		0.0279256		39		62499		9.23323
11111111111111		25		0.0206274		38		62510		9.18357
11111111111111		24		0.0149571		37		62513		9.09568
11111111111111		23		0.0105352		36		62514		9.16641
11111111111111		22		0.00716065		35		62517		8.96045
11111111111111		21		0.00467469		34		62519		9.03444
11111111111111		20		0.00292666		33		62520		9.24589
11111111111111		19		0.00172705		32		62520		10.524
11111111111111		18		0.00092344		31		62520		12.3985
11111111111111		17		0.000407824		30		62520		11.4215
11111111111111		16		0		29		62520		12.9316
110101111001100010111		34		0.19908		54		62276		5.66778
110101111001100010111		33		0.160866		53		62329		5.66403
110101111001100010111		32		0.127571		52		62397		5.66229
110101111001100010111		31		0.0983058		51		62436		5.67515
110101111001100010111		30		0.0726442		50		62457		6.17787
110101111001100010111		29		0.0514575		49		62487		6.90763
110101111001100010111		28		0.034857		48		62494		6.72036
110101111001100010111		27		0.0223857		47		62501		6.36737
110101111001100010111		26		0.013586		46		62504		7.36855
110101111001100010111		25		0.00763506		45		62511		5.29255
110101111001100010111		24		0.00380178		44		62514		7.33578
110101111001100010111		23		0.00157834		43		62517		7.56848
110101111001100010111		22		0.000469621		42		62518		7.03651
110101111001100010111		21		9.98944e-05		41		62519		6.16945
110101111001100010111		20		9.95126e-06		40		62519		7.99414
110101111001100010111		19		4.18231e-07		39		62520		7.07779
110101111001100010111		18		0		38		62520		6.93202
11111111110000111		36		0.189454		52		62315		4.42259
11111111110000111		35		0.156242		51		62368		4.4166
11111111110000111		34		0.126585		50		62411		4.42436
11111111110000111		33		0.0979818		49		62445		4.47388
11111111110000111		32		0.0764185		48		62463		4.4236
11111111110000111		31		0.0584295		47		62475		4.42106
11111111110000111		30		0.0418085		46		62490		4.43787
11111111110000111		29		0.0300425		45		62497		4.42691
11111111110000111		28		0.0214578		44		62506		4.43229
11111111110000111		27		0.0144116		43		62508		4.41247
11111111110000111		26		0.00855148		42		62511		4.41528
11111111110000111		25		0.00543299		41		62515		4.42426
11111111110000111		24		0.00303439		40		62518		4.42113
11111111110000111		23		0.00107992		39		62519		4.43301
11111111110000111		22		0.000495035		38		62519		4.45849
11111111110000111		21		0.000172888		37		62519		4.4296
11111111110000111		20		1.82384e-05		36		62519		4.42879
11111111110000111		19		3.8335e-06		35		62520		4.41673
11111111110000111		18		3.41638e-07		34		62520		4.4194
11111111110000111		17		0		33		62520		4.4274
1111111111111		37		0.191856		49		62304		4.39896
1111111111111		36		0.161404		48		62350		4.37632
1111111111111		35		0.134783		47		62399		4.38072
1111111111111		34		0.111071		46		62464		4.41925
1111111111111		33		0.0853965		45		62476		4.38131
1111111111111		32		0.0651127		44		62484		4.39328
1111111111111		31		0.0493263		43		62490		4.42377
1111111111111		30		0.0370678		42		62493		4.38365
1111111111111		29		0.0274873		41		62500		4.39547
1111111111111		28		0.0200118		40		62511		4.3815
1111111111111		27		0.0142198		39		62513		4.39291
1111111111111		26		0.00973552		38		62516		4.42057
1111111111111		25		0.00636224		37		62517		4.39889
1111111111111		24		0.00393048		36		62520		4.4259
1111111111111		23		0.00225526		35		62520		4.39411
1111111111111		22		0.00113397		34		62520		4.41777
1111111111111		21		0		33		62520		4.42235
1110100111010011101		36		0.164518		54		62368		3.70414
1110100111010011101		35		0.129167		53		62412		3.70318
1110100111010011101		34		0.098259		52		62440		3.70443
1110100111010011101		33		0.0718998		51		62463		3.70569
1110100111010011101		32		0.0508408		50		62478		3.7032
