shape		t		lossrate		minCoverage		PM		runtime

1111111111		31		0		40		46110		3.42149
1111111111		31		0		40		46110		3.2462
11111110111		30		0.100047		40		45128		3.28765
11111110111		29		0		39		46851		2.94846
11111111011		30		0.100047		40		45214		3.19716
11111111011		29		0		39		46905		2.56072
111111100111		29		0.195655		40		43802		3.87215
111111100111		28		0.0933622		39		45962		3.30454
111111100111		27		0		38		47635		3.59024
111111110011		29		0.195655		40		44001		3.20771
111111110011		28		0.0933622		39		46108		3.57675
111111110011		27		0		38		47960		3.42179
11111111111		29		0		39		46401		2.42891
11111111111		29		0		39		46401		2.51156
111111110111		28		0.0933622		39		45476		2.38485
111111110111		27		0		38		47143		2.70739
111111111011		28		0.0933622		39		45560		2.59489
111111111011		27		0		38		47196		2.43308
1111111100111		27		0.182377		39		44256		2.67921
1111111100111		26		0.0866813		38		46344		2.86262
1111111100111		25		0		37		47892		2.72386
1111111110011		27		0.182377		39		44466		2.36514
1111111110011		26		0.0866813		38		46472		2.90706
1111111110011		25		0		37		48200		2.43539
111111111111		27		0		38		46664		2.4853
111111111111		27		0		38		46664		2.43129
1111111110111		26		0.0866813		38		45868		2.8774
1111111110111		25		0		37		47448		2.64995
1111111111011		26		0.0866813		38		45942		3.1325
1111111111011		25		0		37		47508		2.67997
11111111100111		25		0.169102		38		44770		2.85924
11111111100111		24		0.0799956		37		46697		3.02685
11111111100111		23		0		36		48203		2.70618
11111111110011		25		0.169102		38		44959		2.59176
11111111110011		24		0.0799956		37		46841		2.60554
11111111110011		23		0		36		48464		2.58256
1111111111111		25		0		37		46983		4.33316
1111111111111		25		0		37		46983		3.4945
11111111110111		24		0.0799956		37		46269		4.42452
11111111110111		23		0		36		47779		3.93457
11111111111011		24		0.0799956		37		46340		4.09905
11111111111011		23		0		36		47818		3.85705
111111111100111		23		0.155823		37		45266		4.25971
111111111100111		22		0.0733102		36		47113		4.02325
111111111100111		21		0		35		48462		3.8386
111111111110011		23		0.155823		37		45451		3.77747
111111111110011		22		0.0733102		36		47231		3.59318
111111111110011		21		0		35		48698		3.82233
11111111111111		23		0		36		47350		8.12545
11111111111111		23		0		36		47350		8.582
111111111110111		22		0.0733102		36		46697		8.99719
111111111110111		21		0		35		48091		8.57029
111111111111011		22		0.0733102		36		46757		8.7767
111111111111011		21		0		35		48130		6.87859
1111111111100111		21		0.142544		36		45799		7.44299
1111111111100111		20		0.0666357		35		47472		8.13469
1111111111100111		19		0		34		48734		8.65564
1111111111110011		21		0.142544		36		45940		8.3392
1111111111110011		20		0.0666357		35		47580		8.40243
1111111111110011		19		0		34		48955		8.06748
