shape		t		lossrate		minCoverage		PM		runtime

1111111111		49		0		58		20774		2.99768
1111111111		49		0		58		20774		3.27111
11111110111		49		0		59		20774		3.35401
11111111011		49		0		59		20774		3.02753
111111100111		48		0		59		20774		2.80382
111111110011		48		0		59		20774		3.26597
11111111111		49		0		59		20774		2.79998
11111111111		49		0		59		20774		2.0468
111111110111		48		0		59		20774		2.06727
111111111011		48		0		59		20774		2.39021
1111111100111		47		0		59		20774		2.52296
1111111110011		47		0		59		20774		2.39235
111111111111		48		0		59		20774		2.92447
111111111111		48		0		59		20774		2.81899
1111111110111		47		0		59		20774		2.62825
1111111111011		47		0		59		20774		2.08274
11111111100111		46		0		59		20774		3.03676
11111111110011		46		0		59		20774		2.21807
1111111111111		47		0		59		20774		4.33647
1111111111111		47		0		59		20774		3.8093
11111111110111		46		0		59		20774		4.31547
11111111111011		46		0		59		20774		4.11834
111111111100111		45		0		59		20774		3.73714
111111111110011		45		0		59		20774		4.08335
11111111111111		46		0		59		20774		8.38748
11111111111111		46		0		59		20774		8.2719
111111111110111		45		0		59		20774		8.20575
111111111111011		45		0		59		20774		8.26
1111111111100111		44		0		59		20774		8.09323
1111111111110011		44		0		59		20774		7.282
