shape		t		lossrate		minCoverage		PM		runtime

1111111111		52		0		61		39861		2.99951
1111111111		52		0		61		39861		6.76507
11111110111		51		0.120332		61		38566		7.20614
11111110111		50		0		60		40762		5.79393
11111111011		51		0.120332		61		38699		6.18291
11111111011		50		0		60		40846		5.20569
111111100111		49		0.11559		60		39506		3.99337
111111100111		48		0		59		41608		7.05315
111111110011		49		0.11559		60		39752		6.877
111111110011		48		0		59		42081		6.98643
11111111111		50		0		60		40138		3.49444
11111111111		50		0		60		40138		4.01253
111111110111		49		0.11559		60		38965		5.35572
111111110111		48		0		59		41046		5.28253
111111111011		49		0.11559		60		39091		4.38453
111111111011		48		0		59		41121		3.58315
1111111100111		47		0.110848		59		39873		2.73266
1111111100111		46		0		58		41865		2.75294
1111111110011		47		0.110848		59		40084		4.72083
1111111110011		46		0		58		42305		3.13164
111111111111		48		0		59		40514		3.7042
111111111111		48		0		59		40514		3.51218
1111111110111		47		0.110848		59		39334		5.25408
1111111110111		46		0		58		41342		4.28858
1111111111011		47		0.110848		59		39444		4.04137
1111111111011		46		0		58		41410		3.87382
