shape		t		lossrate		minCoverage		PM		runtime

1111111111		32		0		41		45816		2.94185
1111111111		32		0		41		45816		2.81513
11111110111		31		0.101304		41		44835		3.72777
11111110111		30		0		40		46587		3.63431
11111111011		31		0.101304		41		44911		3.24043
11111111011		30		0		40		46662		3.10401
111111100111		30		0.198215		41		43497		3.18709
111111100111		29		0.0947522		40		45694		3.00453
111111100111		28		0		39		47381		3.55957
111111110011		30		0.198215		41		43708		3.45969
111111110011		29		0.0947522		40		45859		3.89547
111111110011		28		0		39		47700		3.38048
11111111111		30		0		40		46124		2.51016
11111111111		30		0		40		46124		2.64261
111111110111		29		0.0947522		40		45198		2.64211
111111110111		28		0		39		46874		2.56835
111111111011		29		0.0947522		40		45273		2.63188
111111111011		28		0		39		46939		2.46546
1111111100111		28		0.185202		40		44004		2.24572
1111111100111		27		0.088205		39		46084		3.0478
1111111100111		26		0		38		47673		2.63831
1111111110011		28		0.185202		40		44215		2.4415
1111111110011		27		0.088205		39		46238		2.31474
1111111110011		26		0		38		47961		2.49678
111111111111		28		0		39		46411		2.63183
111111111111		28		0		39		46411		2.38634
1111111110111		27		0.088205		39		45598		2.7257
1111111110111		26		0		38		47259		3.06585
1111111111011		27		0.088205		39		45660		2.73241
1111111111011		26		0		38		47312		2.67357
11111111100111		26		0.172195		39		44524		2.73543
11111111100111		25		0.0816554		38		46495		2.79806
11111111100111		24		0		37		47957		2.50516
11111111110011		26		0.172195		39		44714		2.96392
11111111110011		25		0.0816554		38		46634		2.80511
11111111110011		24		0		37		48230		2.48072
1111111111111		26		0		38		46778		3.70376
1111111111111		26		0		38		46778		4.18282
11111111110111		25		0.0816554		38		46086		3.23045
11111111110111		24		0		37		47572		3.58846
11111111111011		25		0.0816554		38		46130		3.91032
11111111111011		24		0		37		47629		3.93798
111111111100111		24		0.159184		38		45077		3.65252
111111111100111		23		0.075102		37		46896		4.06255
111111111100111		22		0		36		48236		4.06597
111111111110011		24		0.159184		38		45235		3.80341
111111111110011		23		0.075102		37		47029		4.35403
111111111110011		22		0		36		48480		3.9174
11111111111111		24		0		37		47159		9.08185
11111111111111		24		0		37		47159		7.99024
111111111110111		23		0.075102		37		46511		8.95211
111111111110111		22		0		36		47850		8.46913
111111111111011		23		0.075102		37		46568		9.55591
111111111111011		22		0		36		47906		8.47524
1111111111100111		22		0.14617		37		45600		8.44745
1111111111100111		21		0.0685591		36		47266		8.2335
1111111111100111		20		0		35		48509		8.53659
1111111111110011		22		0.14617		37		45741		8.67185
1111111111110011		21		0.0685591		36		47383		8.15598
1111111111110011		20		0		35		48737		8.13041
