shape		t		lossrate		minCoverage		PM		runtime

1111111111		34		0.173439		43		61895		3.71818
1111111111		33		0.129554		42		61987		3.72188
1111111111		32		0.0950649		41		62075		3.72274
1111111111		31		0.0683276		40		62142		3.72537
1111111111		30		0.0477218		39		62199		3.72552
1111111111		29		0.0319275		38		62239		3.71921
1111111111		28		0.0198608		37		62279		3.72221
1111111111		27		0.0103901		36		62321		3.72288
1111111111		26		0.00326933		35		62373		3.72419
1111111111		25		0		34		62413		3.72823
1111111111		34		0.173439		43		61895		3.67664
1111111111		33		0.129554		42		61987		3.67714
1111111111		32		0.0950649		41		62075		3.67733
1111111111		31		0.0683276		40		62142		3.67937
1111111111		30		0.0477218		39		62199		3.68153
1111111111		29		0.0319275		38		62239		3.68198
1111111111		28		0.0198608		37		62279		3.6844
1111111111		27		0.0103901		36		62321		3.68295
1111111111		26		0.00326933		35		62373		3.6825
1111111111		25		0		34		62413		3.68509
11111110111		33		0.196694		43		61872		4.83997
11111110111		32		0.150036		42		61965		4.89491
11111110111		31		0.109446		41		62053		5.01295
11111110111		30		0.0773533		40		62126		4.59048
11111110111		29		0.0543672		39		62189		4.67655
11111110111		28		0.0376467		38		62232		4.57461
11111110111		27		0.0243942		37		62270		5.26697
11111110111		26		0.0148358		36		62315		4.70595
11111110111		25		0.00854833		35		62361		6.34576
11111110111		24		0.00378452		34		62411		4.59182
11111110111		23		0.00101969		33		62448		3.89935
11111110111		22		0.000140453		32		62488		4.55996
11111110111		21		7.34591e-06		31		62512		4.44816
11111110111		20		0		30		62544		4.56657
11111111011		33		0.196632		43		61879		4.49393
11111111011		32		0.148448		42		61967		4.49493
11111111011		31		0.107953		41		62058		4.49665
11111111011		30		0.0782246		40		62126		4.49799
11111111011		29		0.0561878		39		62190		4.49668
11111111011		28		0.0391279		38		62234		4.50031
11111111011		27		0.0260931		37		62268		4.49896
11111111011		26		0.0158746		36		62318		4.49874
11111111011		25		0.00880383		35		62362		4.49849
11111111011		24		0.00380506		34		62410		4.49917
11111111011		23		0.00101969		33		62455		4.50121
11111111011		22		0.000140453		32		62492		4.50303
11111111011		21		7.34591e-06		31		62513		4.50317
11111111011		20		0		30		62544		4.50176
111111100111		31		0.168034		42		61919		4.17076
111111100111		30		0.129732		41		62018		4.27643
111111100111		29		0.0964594		40		62100		4.13751
111111100111		28		0.0690406		39		62159		4.35751
111111100111		27		0.0477989		38		62218		4.22735
111111100111		26		0.0319359		37		62264		4.08267
111111100111		25		0.0207896		36		62313		4.19131
111111100111		24		0.0129207		35		62355		3.98888
111111100111		23		0.0076871		34		62401		3.98953
111111100111		22		0.00424458		33		62442		4.17232
111111100111		21		0.00213479		32		62486		4.27775
111111100111		20		0.00093432		31		62513		4.14434
111111100111		19		0.000337724		30		62540		4.14081
111111100111		18		9.71239e-05		29		62565		4.36018
111111100111		17		1.92493e-05		28		62616		4.31091
111111100111		16		2.67856e-06		27		62645		4.17771
111111100111		15		0		26		62675		4.30185
111111110011		31		0.167562		42		61927		4.04503
111111110011		30		0.129309		41		62033		4.05381
111111110011		29		0.0959086		40		62116		4.05771
111111110011		28		0.0694958		39		62168		4.05005
111111110011		27		0.0488236		38		62219		4.05488
111111110011		26		0.0337333		37		62270		4.05439
111111110011		25		0.0223935		36		62318		4.05838
111111110011		24		0.0142407		35		62354		4.06199
111111110011		23		0.00839522		34		62399		4.05304
111111110011		22		0.00458243		33		62448		4.06036
111111110011		21		0.00222545		32		62490		4.06278
111111110011		20		0.000956854		31		62518		4.0607
111111110011		19		0.000337724		30		62544		4.06308
111111110011		18		9.71239e-05		29		62566		4.05725
111111110011		17		1.92493e-05		28		62618		4.06404
111111110011		16		2.67856e-06		27		62649		4.0675
111111110011		15		0		26		62676		4.05811
11111111111		31		0.178945		41		61945		5.12635
11111111111		30		0.135691		40		62026		4.21479
11111111111		29		0.101441		39		62112		4.24703
11111111111		28		0.074687		38		62176		4.93896
11111111111		27		0.0539014		37		62225		4.26185
11111111111		26		0.0378268		36		62280		4.54988
11111111111		25		0.0255372		35		62328		3.49195
11111111111		24		0.0163139		34		62377		5.54161
11111111111		23		0.00956542		33		62420		3.90027
11111111111		22		0.00467658		32		62469		3.88759
11111111111		21		0.00137358		31		62494		4.64605
11111111111		20		0		30		62524		5.00817
11111111111		31		0.178945		41		61945		4.49395
11111111111		30		0.135691		40		62026		4.06811
11111111111		29		0.101441		39		62112		3.70863
11111111111		28		0.074687		38		62176		4.35994
11111111111		27		0.0539014		37		62225		3.61222
11111111111		26		0.0378268		36		62280		3.09074
11111111111		25		0.0255372		35		62328		3.10972
11111111111		24		0.0163139		34		62377		3.10707
11111111111		23		0.00956542		33		62420		3.10376
11111111111		22		0.00467658		32		62469		3.0912
11111111111		21		0.00137358		31		62494		3.09066
11111111111		20		0		30		62524		3.10763
111111110111		30		0.190757		41		61903		5.37972
111111110111		29		0.150949		40		62013		5.06197
111111110111		28		0.114639		39		62094		5.42466
111111110111		27		0.0837385		38		62158		6.12328
111111110111		26		0.0595058		37		62207		6.348
