shape		t		lossrate		minCoverage		PM		runtime

1111111111		44		0.161305		53		51497		3.62641
1111111111		43		0		52		53178		3.66209
1111111111		44		0.161305		53		51497		5.77183
1111111111		43		0		52		53178		5.09275
11111110111		42		0.0865737		52		52641		5.63565
11111110111		41		0.00947761		51		53450		5.48198
11111110111		40		0		50		53842		5.98473
11111111011		42		0.0865737		52		52695		4.08567
11111111011		41		0.00947761		51		53485		3.88845
11111111011		40		0		50		53898		3.87839
111111100111		41		0.14931		52		52024		4.28834
111111100111		40		0.0863597		51		52927		4.23066
111111100111		39		0.0264		50		53649		4.29468
111111100111		38		0.00815402		49		54063		4.24156
111111100111		37		0		48		54452		4.26096
111111110011		41		0.14931		52		52109		3.79341
111111110011		40		0.0863597		51		53026		3.81116
111111110011		39		0.0264		50		53743		3.82812
111111110011		38		0.00815402		49		54128		3.84195
111111110011		37		0		48		54522		3.89309
11111111111		41		0.135276		51		52005		2.71079
11111111111		40		0		50		53447		2.74581
11111111111		41		0.135276		51		52005		2.7342
11111111111		40		0		50		53447		2.76344
111111110111		39		0.0735872		50		53000		3.03957
111111110111		38		0.00815402		49		53700		2.91749
111111110111		37		0		48		54057		2.92368
111111111011		39		0.0735872		50		53045		2.90412
111111111011		38		0.00815402		49		53737		2.91155
111111111011		37		0		48		54107		2.93137
1111111100111		39		0.194151		51		51336		2.84182
1111111100111		38		0.126515		50		52484		2.86033
1111111100111		37		0.0729551		49		53264		2.87293
1111111100111		36		0.0225958		48		53922		2.89
1111111100111		35		0.00693012		47		54298		2.888
1111111100111		34		0		46		54648		2.88649
1111111110011		39		0.197911		51		51385		2.83677
1111111110011		38		0.126515		50		52562		2.84687
1111111110011		37		0.0729551		49		53356		2.86174
1111111110011		36		0.0225958		48		53992		2.86851
1111111110011		35		0.00693012		47		54362		2.87136
1111111110011		34		0		46		54706		2.87746
111111111111		38		0.112401		49		52488		3.12715
111111111111		37		0		48		53731		3.11153
111111111111		38		0.112401		49		52488		2.944
111111111111		37		0		48		53731		2.96239
1111111110111		38		0.199345		50		51320		2.95789
1111111110111		37		0.167461		49		52083		2.97611
1111111110111		36		0.061735		48		53374		2.9975
1111111110111		35		0.00693012		47		53966		3.00272
1111111110111		34		0		46		54296		3.00742
1111111111011		37		0.167461		49		52119		2.84938
1111111111011		36		0.061735		48		53417		2.86441
1111111111011		35		0.00693012		47		54003		2.88425
1111111111011		34		0		46		54335		2.88263
