shape		t		lossrate		minCoverage		PM		runtime

1111111111		22		0.161949		31		58758		3.28763
1111111111		21		0.118338		30		58896		3.52664
1111111111		20		0.0839358		29		59024		3.49398
1111111111		19		0.0575785		28		59124		3.21613
1111111111		18		0.0373319		27		59215		2.63488
1111111111		17		0.0210442		26		59297		2.64165
1111111111		16		0.00740344		25		59365		2.63674
1111111111		15		0		24		59401		2.97612
1111111111		22		0.161949		31		58758		3.54838
1111111111		21		0.118338		30		58896		3.85488
1111111111		20		0.0839358		29		59024		4.13365
1111111111		19		0.0575785		28		59124		3.87044
1111111111		18		0.0373319		27		59215		3.26616
1111111111		17		0.0210442		26		59297		3.76509
1111111111		16		0.00740344		25		59365		3.42731
1111111111		15		0		24		59401		3.45198
11111110111		21		0.167985		31		58754		4.61108
11111110111		20		0.118885		30		58894		3.25379
11111110111		19		0.0849255		29		59019		3.84791
11111110111		18		0.0595535		28		59122		3.07035
11111110111		17		0.0386129		27		59208		4.42537
11111110111		16		0.0236298		26		59284		3.97397
11111110111		15		0.0134849		25		59359		4.09925
11111110111		14		0.00516045		24		59407		4.08786
11111110111		13		0.000989284		23		59437		3.64946
11111110111		12		6.87942e-05		22		59488		4.16018
11111110111		11		0		21		59511		4.02507
11111111011		21		0.163641		31		58758		4.20155
11111111011		20		0.120117		30		58901		3.4716
11111111011		19		0.0872085		29		59023		3.27952
11111111011		18		0.0613219		28		59126		4.41212
11111111011		17		0.0413243		27		59203		4.16288
11111111011		16		0.0249526		26		59287		4.30648
11111111011		15		0.0136595		25		59355		4.39972
11111111011		14		0.00516045		24		59407		4.73713
11111111011		13		0.000989284		23		59440		4.57909
11111111011		12		6.87942e-05		22		59488		3.87987
11111111011		11		0		21		59512		3.97739
111111100111		20		0.184525		31		58702		3.63956
111111100111		19		0.134608		30		58867		4.04909
111111100111		18		0.0937099		29		58997		2.95203
111111100111		17		0.0644085		28		59114		4.61831
111111100111		16		0.042566		27		59197		4.42728
111111100111		15		0.0274733		26		59275		3.45833
111111100111		14		0.0164079		25		59346		2.77714
111111100111		13		0.00917718		24		59402		3.75597
111111100111		12		0.00455505		23		59436		3.96234
111111100111		11		0.00192672		22		59488		3.71229
111111100111		10		0.000643453		21		59517		3.98803
111111100111		9		0.000149092		20		59550		4.4615
111111100111		8		2.26788e-05		19		59592		3.99605
111111100111		7		0		18		59660		4.31304
111111110011		20		0.180484		31		58729		4.24571
111111110011		19		0.130567		30		58881		4.2508
111111110011		18		0.0939891		29		59014		3.87383
111111110011		17		0.0658745		28		59117		4.13302
111111110011		16		0.0457521		27		59198		3.28922
111111110011		15		0.0297479		26		59276		3.05727
111111110011		14		0.0180677		25		59351		3.10441
111111110011		13		0.00976894		24		59402		3.49199
111111110011		12		0.00476518		23		59441		3.379
111111110011		11		0.00192672		22		59488		3.68491
111111110011		10		0.000643453		21		59522		2.60007
111111110011		9		0.000149092		20		59556		2.61333
111111110011		8		2.26788e-05		19		59601		2.616
111111110011		7		0		18		59684		2.60337
11111111111		20		0.180887		30		58723		2.1635
11111111111		19		0.134715		29		58881		2.18838
11111111111		18		0.0982011		28		59016		2.15153
11111111111		17		0.0700712		27		59123		2.15984
11111111111		16		0.0483331		26		59206		2.1478
11111111111		15		0.0317644		25		59304		2.16607
11111111111		14		0.0193554		24		59366		2.11237
11111111111		13		0.0099989		23		59418		2.23827
11111111111		12		0.00317327		22		59471		2.22298
11111111111		11		0		21		59500		2.2345
11111111111		20		0.180887		30		58723		2.17889
11111111111		19		0.134715		29		58881		2.18825
11111111111		18		0.0982011		28		59016		2.18543
11111111111		17		0.0700712		27		59123		2.28073
11111111111		16		0.0483331		26		59206		2.29481
11111111111		15		0.0317644		25		59304		2.21402
11111111111		14		0.0193554		24		59366		2.29626
11111111111		13		0.0099989		23		59418		2.23185
11111111111		12		0.00317327		22		59471		2.27965
11111111111		11		0		21		59500		2.23231
111111110111		19		0.189038		30		58712		2.17989
111111110111		18		0.136963		29		58873		2.19054
111111110111		17		0.0973958		28		59018		2.17252
111111110111		16		0.0694692		27		59134		2.15383
111111110111		15		0.0485241		26		59216		2.19493
111111110111		14		0.0325035		25		59299		2.16189
111111110111		13		0.0197747		24		59363		2.19079
111111110111		12		0.0110792		23		59419		2.1429
111111110111		11		0.00562442		22		59477		2.17024
111111110111		10		0.0019454		21		59500		2.20384
111111110111		9		0.000345629		20		59538		2.24852
111111110111		8		2.26788e-05		19		59581		2.191
111111110111		7		0		18		59638		2.21631
111111111011		19		0.18477		30		58722		2.00233
111111111011		18		0.134324		29		58887		2.02661
111111111011		17		0.0985568		28		59021		2.03303
111111111011		16		0.0714268		27		59132		2.18627
111111111011		15		0.0501775		26		59216		2.05948
111111111011		14		0.0337252		25		59299		2.0151
111111111011		13		0.0213742		24		59362		1.98966
111111111011		12		0.011828		23		59420		2.02544
111111111011		11		0.00572179		22		59477		2.03659
111111111011		10		0.0019454		21		59503		2.00455
111111111011		9		0.000345629		20		59541		2.26296
111111111011		8		2.26788e-05		19		59588		2.18077
111111111011		7		0		18		59638		2.19032
1111111100111		18		0.194867		30		58668		2.22983
1111111100111		17		0.147605		29		58859		2.15071
1111111100111		16		0.107194		28		58998		2.26631
1111111100111		15		0.0744588		27		59124		2.1552
1111111100111		14		0.0509348		26		59207		2.13238
1111111100111		13		0.0338352		25		59298		2.15618
1111111100111		12		0.0217335		24		59368		2.24733
1111111100111		11		0.0129977		23		59418		2.16628
1111111100111		10		0.0070622		22		59472		2.29177
1111111100111		9		0.00353117		21		59505		2.2041
1111111100111		8		0.00154673		20		59547		2.18759
1111111100111		7		0.000582671		19		59582		2.13073
1111111100111		6		0.000168531		18		59654		2.14081
1111111100111		5		3.47246e-05		17		59857		2.25997
1111111100111		4		3.78068e-06		16		60583		2.20071
1111111100111		3		0		15		63588		2.16234
1111111110011		18		0.192278		30		58701		2.29553
1111111110011		17		0.145338		29		58877		2.20292
1111111110011		16		0.105024		28		59016		2.20373
1111111110011		15		0.0752856		27		59126		2.11031
1111111110011		14		0.0527382		26		59215		2.14575
1111111110011		13		0.0361998		25		59297		2.15324
1111111110011		12		0.0237004		24		59367		2.17709
1111111110011		11		0.0143336		23		59421		2.13919
1111111110011		10		0.00792799		22		59474		2.17588
1111111110011		9		0.00384344		21		59509		2.14054
1111111110011		8		0.00164315		20		59550		2.12836
1111111110011		7		0.000582671		19		59594		2.17196
1111111110011		6		0.000168531		18		59680		2.17628
1111111110011		5		3.47246e-05		17		59936		2.12106
1111111110011		4		3.78068e-06		16		60888		2.15054
1111111110011		3		0		15		64856		2.13137
111111111111		18		0.194589		29		58710		2.10736
111111111111		17		0.146577		28		58879		2.05788
111111111111		16		0.108412		27		59019		2.09546
111111111111		15		0.0789966		26		59131		2.22547
111111111111		14		0.0561274		25		59228		2.21025
111111111111		13		0.0385028		24		59313		2.27623
111111111111		12		0.0252475		23		59380		2.22878
111111111111		11		0.0154912		22		59446		2.25131
111111111111		10		0.00854629		21		59482		2.23819
111111111111		9		0.00386658		20		59523		2.24083
111111111111		8		0.00104177		19		59569		2.23361
111111111111		7		0		18		59622		2.29534
111111111111		18		0.194589		29		58710		2.23166
111111111111		17		0.146577		28		58879		2.19983
111111111111		16		0.108412		27		59019		2.27524
111111111111		15		0.0789966		26		59131		2.26046
111111111111		14		0.0561274		25		59228		2.25911
111111111111		13		0.0385028		24		59313		2.11631
111111111111		12		0.0252475		23		59380		2.11899
111111111111		11		0.0154912		22		59446		2.13261
111111111111		10		0.00854629		21		59482		2.12579
111111111111		9		0.00386658		20		59523		2.12352
111111111111		8		0.00104177		19		59569		2.12105
111111111111		7		0		18		59622		2.13003
1111111110111		17		0.199012		29		58709		2.24286
1111111110111		16		0.149778		28		58878		2.26966
1111111110111		15		0.108175		27		59033		2.2521
1111111110111		14		0.0767628		26		59144		2.33017
1111111110111		13		0.0543244		25		59235		2.24992
1111111110111		12		0.0374155		24		59318		2.25866
1111111110111		11		0.024658		23		59384		2.27422
1111111110111		10		0.015236		22		59456		2.2701
1111111110111		9		0.00831425		21		59486		2.29096
1111111110111		8		0.00402338		20		59528		2.2744
1111111110111		7		0.00165736		19		59575		2.21534
1111111110111		6		0.000462019		18		59631		2.21101
1111111110111		5		6.78316e-05		17		59842		2.25808
1111111110111		4		3.78068e-06		16		60521		2.22924
1111111110111		3		0		15		63308		2.47964
1111111111011		17		0.198559		29		58716		2.28189
1111111111011		16		0.147234		28		58889		2.31222
1111111111011		15		0.106894		27		59038		2.35396
1111111111011		14		0.0779822		26		59144		2.24174
1111111111011		13		0.05592		25		59240		2.2139
1111111111011		12		0.0388079		24		59321		2.21689
1111111111011		11		0.0257901		23		59382		2.2646
1111111111011		10		0.0160536		22		59450		2.22583
1111111111011		9		0.00914653		21		59486		2.24946
1111111111011		8		0.0043727		20		59533		2.22528
1111111111011		7		0.00170017		19		59580		2.24003
1111111111011		6		0.000462019		18		59632		2.2717
1111111111011		5		6.78316e-05		17		59868		2.25669
1111111111011		4		3.78068e-06		16		60631		2.52618
1111111111011		3		0		15		63799		2.29378
11111111100111		16		0.196395		29		58630		2.29715
