shape		t		lossrate		minCoverage		PM		runtime

1111111111		54		0		63		39413		3.2144
1111111111		54		0		63		39413		3.13422
11111110111		53		0.121708		63		38061		5.11669
11111110111		52		0		62		40263		4.55841
11111111011		53		0.121708		63		38167		6.43628
11111111011		52		0		62		40342		7.49509
111111100111		51		0.117092		62		39036		6.79422
111111100111		50		0		61		41177		6.84608
111111110011		51		0.117092		62		39245		7.2312
111111110011		50		0		61		41649		7.06685
11111111111		52		0		62		39665		5.26761
11111111111		52		0		62		39665		5.00497
111111110111		51		0.117092		62		38447		5.21603
111111110111		50		0		61		40577		5.24176
111111111011		51		0.117092		62		38548		4.93948
111111111011		50		0		61		40661		5.3065
1111111100111		49		0.112477		61		39382		5.16413
1111111100111		48		0		60		41422		5.3593
1111111110011		49		0.112477		61		39565		5.09694
1111111110011		48		0		60		41862		4.97953
111111111111		50		0		61		39987		5.21295
111111111111		50		0		61		39987		5.14413
1111111110111		49		0.112477		61		38857		2.60769
1111111110111		48		0		60		40841		2.63764
1111111111011		49		0.112477		61		38940		2.56131
1111111111011		48		0		60		40907		2.58978
