shape		t		lossrate		minCoverage		PM		runtime

1111111111		44		0		53		42141		2.63252
1111111111		44		0		53		42141		2.59674
11111110111		43		0.11421		53		40951		2.71484
11111110111		42		0		52		43029		2.7687
11111111011		43		0.11421		53		41052		2.90254
11111111011		42		0		52		43106		2.92199
111111100111		41		0.108871		52		41910		3.31399
111111100111		40		0		51		43902		3.46385
111111110011		41		0.108871		52		42132		3.45051
111111110011		40		0		51		44319		3.5232
11111111111		42		0		52		42447		2.31021
11111111111		42		0		52		42447		2.33214
111111110111		41		0.108871		52		41325		2.04548
111111110111		40		0		51		43338		2.05574
111111111011		41		0.108871		52		41423		2.17801
111111111011		40		0		51		43421		2.22086
1111111100111		39		0.10354		51		42287		2.14917
1111111100111		38		0		50		44204		2.13953
1111111110011		39		0.10354		51		42479		1.97933
1111111110011		38		0		50		44595		1.97026
111111111111		40		0		51		42757		2.20048
111111111111		40		0		51		42757		2.11909
1111111110111		39		0.10354		51		41727		2.08603
1111111110111		38		0		50		43659		2.10672
1111111111011		39		0.10354		51		41821		2.1474
1111111111011		38		0		50		43734		2.15175
11111111100111		37		0.098217		50		42681		2.2089
11111111100111		36		0		49		44496		2.21178
11111111110011		37		0.098217		50		42853		2.1373
11111111110011		36		0		49		44843		2.1587
1111111111111		38		0		50		43112		3.12957
1111111111111		38		0		50		43112		3.14575
11111111110111		37		0.098217		50		42132		3.21412
11111111110111		36		0		49		43978		3.43399
11111111111011		37		0.098217		50		42218		3.09183
11111111111011		36		0		49		44029		3.09449
111111111100111		36		0.192694		50		40722		3.04127
111111111100111		35		0.0928963		49		43062		3.15098
111111111100111		34		0		48		44772		3.20216
111111111110011		36		0.192694		50		40940		3.36418
111111111110011		35		0.0928963		49		43214		3.34199
111111111110011		34		0		48		45112		3.57948
11111111111111		36		0		49		43448		6.3399
11111111111111		36		0		49		43448		6.2669
111111111110111		35		0.0928963		49		42545		6.23729
111111111110111		34		0		48		44271		6.31599
111111111111011		35		0.0928963		49		42612		6.23249
111111111111011		34		0		48		44329		6.19502
1111111111100111		34		0.182124		49		41213		6.43215
1111111111100111		33		0.0875783		48		43422		6.68746
1111111111100111		32		0		47		45120		6.1194
1111111111110011		34		0.182124		49		41399		6.3234
1111111111110011		33		0.0875783		48		43584		6.28791
1111111111110011		32		0		47		45430		6.69951
