shape		t		lossrate		minCoverage		PM		runtime

1111111111		35		0.179734		44		61852		5.29372
1111111111		34		0.134785		43		61963		6.04593
1111111111		33		0.0993317		42		62046		5.63843
1111111111		32		0.0717431		41		62115		6.71921
1111111111		31		0.0504059		40		62176		6.06021
1111111111		30		0.0339869		39		62221		5.7146
1111111111		29		0.0213549		38		62281		7.0145
1111111111		28		0.0113111		37		62330		6.70731
1111111111		27		0.00360524		36		62371		6.58507
1111111111		26		0		35		62403		6.11296
1111111111		35		0.179734		44		61852		4.4002
1111111111		34		0.134785		43		61963		5.03907
1111111111		33		0.0993317		42		62046		4.59699
1111111111		32		0.0717431		41		62115		5.07359
1111111111		31		0.0504059		40		62176		4.85325
1111111111		30		0.0339869		39		62221		5.35475
1111111111		29		0.0213549		38		62281		5.33852
1111111111		28		0.0113111		37		62330		5.34718
1111111111		27		0.00360524		36		62371		5.67182
1111111111		26		0		35		62403		4.96301
11111110111		33		0.156231		43		61925		5.63433
11111110111		32		0.11447		42		62023		4.98227
11111110111		31		0.0812962		41		62106		5.23714
11111110111		30		0.0574786		40		62171		4.87575
11111110111		29		0.0400979		39		62212		5.34334
11111110111		28		0.0262183		38		62275		4.98146
11111110111		27		0.0161191		37		62325		5.80813
11111110111		26		0.00940786		36		62369		5.68117
11111110111		25		0.00420759		35		62397		5.93902
11111110111		24		0.00114099		34		62433		4.89329
11111110111		23		0.000157794		33		62468		5.04853
11111110111		22		8.27558e-06		32		62501		5.00071
11111110111		21		0		31		62525		4.46575
11111111011		33		0.154504		43		61943		5.48499
11111111011		32		0.112814		42		62027		5.73477
11111111011		31		0.0821305		41		62105		5.18171
11111111011		30		0.0593346		40		62170		5.95786
11111111011		29		0.041619		39		62215		4.91083
11111111011		28		0.028007		38		62276		5.12949
11111111011		27		0.017223		37		62325		5.51606
11111111011		26		0.00968004		36		62370		5.64608
11111111011		25		0.00422947		35		62399		5.93028
11111111011		24		0.00114099		34		62437		4.9251
11111111011		23		0.000157794		33		62469		4.9305
11111111011		22		8.27558e-06		32		62503		5.34066
11111111011		21		0		31		62527		5.43503
111111100111		32		0.17484		43		61891		5.37771
111111100111		31		0.135628		42		61985		6.15869
111111100111		30		0.101363		41		62066		6.05029
111111100111		29		0.0729575		40		62143		5.87472
111111100111		28		0.0508495		39		62196		4.92416
111111100111		27		0.0342267		38		62261		5.71382
111111100111		26		0.0224733		37		62322		5.78999
111111100111		25		0.0140976		36		62358		5.35318
111111100111		24		0.00847354		35		62392		5.87411
111111100111		23		0.00472953		34		62428		5.75985
111111100111		22		0.00240233		33		62466		5.30197
111111100111		21		0.00106177		32		62496		5.64594
111111100111		20		0.000386575		31		62525		6.30285
111111100111		19		0.000112243		30		62549		5.60245
111111100111		18		2.23527e-05		29		62589		5.77949
111111100111		17		3.16848e-06		28		62625		5.53544
111111100111		16		0		27		62661		5.44567
111111110011		32		0.174255		43		61891		5.684
111111110011		31		0.135079		42		62007		5.83385
111111110011		30		0.100657		41		62076		6.12587
111111110011		29		0.0733317		40		62144		5.97704
111111110011		28		0.0518403		39		62205		5.43094
111111110011		27		0.036087		38		62264		5.52348
111111110011		26		0.0241563		37		62323		5.90774
111111110011		25		0.0155074		36		62363		5.45872
111111110011		24		0.00923277		35		62400		5.21424
111111110011		23		0.00509529		34		62430		4.73615
111111110011		22		0.00250012		33		62470		4.91075
111111110011		21		0.0010864		32		62498		6.21975
111111110011		20		0.000386575		31		62528		5.06848
111111110011		19		0.000112243		30		62550		5.44521
111111110011		18		2.23527e-05		29		62593		5.72543
111111110011		17		3.16848e-06		28		62627		6.16505
111111110011		16		0		27		62663		5.82194
11111111111		32		0.18592		42		61914		3.69652
11111111111		31		0.141578		41		62008		4.47796
11111111111		30		0.106292		40		62095		3.6302
11111111111		29		0.078624		39		62156		3.83374
11111111111		28		0.0570567		38		62214		3.77812
11111111111		27		0.0403204		37		62274		3.97284
11111111111		26		0.027458		36		62324		4.81192
11111111111		25		0.0177352		35		62371		4.02427
11111111111		24		0.0105354		34		62409		4.28602
11111111111		23		0.00522697		33		62452		4.08385
11111111111		22		0.00155935		32		62485		4.22837
11111111111		21		0		31		62518		3.66784
11111111111		32		0.18592		42		61914		4.14135
11111111111		31		0.141578		41		62008		4.62527
11111111111		30		0.106292		40		62095		3.96595
11111111111		29		0.078624		39		62156		4.41915
11111111111		28		0.0570567		38		62214		4.13004
11111111111		27		0.0403204		37		62274		4.03136
11111111111		26		0.027458		36		62324		3.86083
11111111111		25		0.0177352		35		62371		4.12805
11111111111		24		0.0105354		34		62409		4.44113
11111111111		23		0.00522697		33		62452		3.97425
11111111111		22		0.00155935		32		62485		4.23052
11111111111		21		0		31		62518		4.17701
111111110111		31		0.198338		42		61866		4.08516
111111110111		30		0.157703		41		61980		4.63531
111111110111		29		0.120343		40		62065		4.59739
111111110111		28		0.0883485		39		62142		4.6287
111111110111		27		0.0631441		38		62198		4.55566
111111110111		26		0.044723		37		62268		4.43258
111111110111		25		0.0311667		36		62318		3.91777
