shape		t		lossrate		minCoverage		PM		runtime

1111111111		25		0.159848		34		54041		3.69731
1111111111		24		0.083026		33		54669		3.18968
1111111111		23		0		32		55326		3.34644
1111111111		25		0.159848		34		54041		3.40395
1111111111		24		0.083026		33		54669		3.37827
1111111111		23		0		32		55326		3.09885
11111110111		25		0.198517		35		53483		3.6319
11111110111		24		0.155695		34		53993		3.14316
11111110111		23		0.120329		33		54476		3.60353
11111110111		22		0.0433448		32		55156		3.81579
11111110111		21		0.0048587		31		55471		3.66091
11111110111		20		0		30		55648		3.17601
11111111011		24		0.157912		34		54010		3.43226
11111111011		23		0.120329		33		54515		3.55204
11111111011		22		0.0433448		32		55187		3.73898
11111111011		21		0.0048587		31		55478		4.10323
11111111011		20		0		30		55662		3.9944
111111100111		24		0.193699		35		53544		3.079
111111100111		23		0.15221		34		54010		3.37395
111111100111		22		0.11606		33		54423		3.44543
111111100111		21		0.0736688		32		54984		4.02623
111111100111		20		0.0402607		31		55311		3.66527
111111100111		19		0.0126923		30		55584		3.67503
111111100111		18		0.00359609		29		55746		3.32601
111111100111		17		0		28		55881		3.75945
111111110011		23		0.156658		34		54011		2.77062
111111110011		22		0.120016		33		54448		3.56371
111111110011		21		0.0736688		32		55025		3.45881
111111110011		20		0.0402607		31		55359		3.26554
111111110011		19		0.0126923		30		55599		3.61564
111111110011		18		0.00359609		29		55760		3.49773
111111110011		17		0		28		55887		3.85386
11111111111		23		0.162377		33		53963		2.76722
11111111111		22		0.1209		32		54480		2.73471
11111111111		21		0.0613806		31		54989		2.73232
11111111111		20		0		30		55495		2.77651
11111111111		23		0.162377		33		53963		2.58907
11111111111		22		0.1209		32		54480		2.56034
11111111111		21		0.0613806		31		54989		2.60952
11111111111		20		0		30		55495		2.78897
111111110111		23		0.199066		34		53519		2.57747
111111110111		22		0.153595		33		54022		2.56445
111111110111		21		0.118092		32		54445		2.75528
111111110111		20		0.0895715		31		54851		2.61392
111111110111		19		0.0321262		30		55371		2.51401
111111110111		18		0.00359609		29		55621		2.42499
111111110111		17		0		28		55779		2.32829
111111111011		22		0.160279		33		54002		2.66071
111111111011		21		0.120041		32		54457		1.98846
111111111011		20		0.0895715		31		54879		2.59944
111111111011		19		0.0321262		30		55395		2.93427
111111111011		18		0.00359609		29		55635		2.72342
111111111011		17		0		28		55782		2.86853
1111111100111		22		0.194773		34		53595		2.90081
1111111100111		21		0.150736		33		54054		2.47802
1111111100111		20		0.116205		32		54456		2.87242
1111111100111		19		0.0864328		31		54815		2.68392
1111111100111		18		0.0544195		30		55227		2.89754
1111111100111		17		0.029138		29		55509		2.872
1111111100111		16		0.00918513		28		55743		3.20068
1111111100111		15		0.00252337		27		55887		2.67054
1111111100111		14		0		26		56001		2.6733
1111111110011		22		0.196726		34		53618		2.72507
1111111110011		21		0.159269		33		54015		3.23738
1111111110011		20		0.120126		32		54472		3.0084
1111111110011		19		0.0898682		31		54851		2.67881
1111111110011		18		0.0544195		30		55268		2.32024
1111111110011		17		0.029138		29		55531		2.97247
1111111110011		16		0.00918513		28		55757		2.7486
1111111110011		15		0.00252337		27		55901		2.76081
1111111110011		14		0		26		56013		3.3265
111111111111		22		0.197399		33		53551		2.93384
111111111111		21		0.157704		32		54029		2.72438
111111111111		20		0.122546		31		54439		2.94719
111111111111		19		0.0894644		30		54872		2.58589
111111111111		18		0.0444267		29		55242		2.97267
111111111111		17		0		28		55656		2.40417
111111111111		22		0.197399		33		53551		2.74174
111111111111		21		0.157704		32		54029		2.9342
111111111111		20		0.122546		31		54439		3.12674
111111111111		19		0.0894644		30		54872		2.76644
111111111111		18		0.0444267		29		55242		2.71674
111111111111		17		0		28		55656		2.88514
1111111110111		21		0.191462		33		53642		2.97452
1111111110111		20		0.153835		32		54076		2.55582
1111111110111		19		0.116173		31		54477		3.16857
1111111110111		18		0.0874804		30		54844		2.75291
1111111110111		17		0.064308		29		55142		3.05628
1111111110111		16		0.0227396		28		55558		2.86428
1111111110111		15		0.00252337		27		55788		2.82587
1111111110111		14		0		26		55918		3.11885
1111111111011		21		0.192533		33		53659		2.79176
1111111111011		20		0.154766		32		54085		2.62266
1111111111011		19		0.121878		31		54474		2.58919
1111111111011		18		0.0891672		30		54863		2.8027
1111111111011		17		0.064308		29		55164		2.72023
1111111111011		16		0.0227396		28		55574		2.725
1111111111011		15		0.00252337		27		55792		3.09277
1111111111011		14		0		26		55928		3.11147
11111111100111		20		0.186336		33		53716		2.26287
11111111100111		19		0.150858		32		54113		3.24625
11111111100111		18		0.114474		31		54517		3.11954
11111111100111		17		0.0861397		30		54841		3.26383
11111111100111		16		0.0617835		29		55137		2.90711
